state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,commodity_ml,commodity_ta,commodity_te,commodity_kn,commodity_hi
Uttar Pradesh,Agra,Samsabad,Potato,Local,04/03/2019,450,550,500.0,Potato,Potato,Potato,Potato,Potato
Uttar Pradesh,Agra,Samsabad,Raddish,Raddish,04/03/2019,400,600,500.0,Raddish,Raddish,Raddish,Raddish,Raddish
Uttar Pradesh,Agra,Samsabad,Tomato,Hybrid,04/03/2019,450,600,500.0,Tomato,Tomato,Tomato,Tomato,Tomato
Uttar Pradesh,Agra,Samsabad,Wheat,Dara,04/03/2019,1975,2050,2000.0,Wheat,Wheat,Wheat,Wheat,Wheat
Uttar Pradesh,Aligarh,Atrauli,Bajra(Pearl Millet/Cumbu),Hybrid,04/03/2019,1830,1850,1840.0,Bajra(Pearl Millet/Cumbu),Bajra(Pearl Millet/Cumbu),Bajra(Pearl Millet/Cumbu),Bajra(Pearl Millet/Cumbu),Bajra(Pearl Millet/Cumbu)
Uttar Pradesh,Aligarh,Atrauli,Brinjal,Brinjal,04/03/2019,430,450,440.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Uttar Pradesh,Aligarh,Atrauli,Carrot,Carrot,04/03/2019,380,400,390.0,Carrot,Carrot,Carrot,Carrot,Carrot
Uttar Pradesh,Aligarh,Atrauli,Cauliflower,Cauliflower,04/03/2019,480,500,490.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Uttar Pradesh,Aligarh,Atrauli,Green Chilli,Green Chilly,04/03/2019,780,800,790.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Uttar Pradesh,Aligarh,Atrauli,Maize,Hybrid,04/03/2019,1930,1950,1940.0,Maize,Maize,Maize,Maize,Maize
Uttar Pradesh,Aligarh,Atrauli,Potato,Desi,04/03/2019,530,550,540.0,Potato,Potato,Potato,Potato,Potato
Uttar Pradesh,Aligarh,Atrauli,Pumpkin,Pumpkin,04/03/2019,730,750,740.0,Pumpkin,Pumpkin,Pumpkin,Pumpkin,Pumpkin
Uttar Pradesh,Aligarh,Atrauli,Raddish,Raddish,04/03/2019,280,300,290.0,Raddish,Raddish,Raddish,Raddish,Raddish
Uttar Pradesh,Aligarh,Atrauli,Tomato,Hybrid,04/03/2019,980,1000,990.0,Tomato,Tomato,Tomato,Tomato,Tomato
Uttar Pradesh,Allahabad,Sirsa,Gur(Jaggery),Red,04/03/2019,2950,3050,3000.0,Gur(Jaggery),Gur(Jaggery),Gur(Jaggery),Gur(Jaggery),Gur(Jaggery)
Uttar Pradesh,Allahabad,Sirsa,Onion,Red,04/03/2019,600,700,650.0,Onion,Onion,Onion,Onion,Onion
Uttar Pradesh,Allahabad,Sirsa,Potato,Desi,04/03/2019,550,650,600.0,Potato,Potato,Potato,Potato,Potato
Uttar Pradesh,Baghpat,Bagpat,Brinjal,Arkasheela Mattigulla,04/03/2019,1100,1300,1200.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Uttar Pradesh,Baghpat,Bagpat,Carrot,Carrot,04/03/2019,400,600,500.0,Carrot,Carrot,Carrot,Carrot,Carrot
Uttar Pradesh,Baghpat,Bagpat,Cauliflower,African Sarson,04/03/2019,1100,1300,1200.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Uttar Pradesh,Baghpat,Bagpat,Green Chilli,Green Chilly,04/03/2019,2400,2600,2500.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Uttar Pradesh,Baghpat,Bagpat,Onion,1st Sort,04/03/2019,900,1100,1000.0,Onion,Onion,Onion,Onion,Onion
Uttar Pradesh,Baghpat,Bagpat,Potato,(Red Nanital),04/03/2019,500,700,600.0,Potato,Potato,Potato,Potato,Potato
Uttar Pradesh,Baghpat,Bagpat,Raddish,Raddish,04/03/2019,300,400,350.0,Raddish,Raddish,Raddish,Raddish,Raddish
Uttar Pradesh,Baghpat,Bagpat,Tomato,Deshi,04/03/2019,1100,1300,1200.0,Tomato,Tomato,Tomato,Tomato,Tomato
Uttar Pradesh,Baghpat,Baraut,Apple,Kasmir/Shimla - II,04/03/2019,4800,5000,4900.0,Apple,Apple,Apple,Apple,Apple
Uttar Pradesh,Baghpat,Baraut,Banana - Green,Banana - Green,04/03/2019,1020,1040,1030.0,Banana - Green,Banana - Green,Banana - Green,Banana - Green,Banana - Green
Uttar Pradesh,Baghpat,Baraut,Bengal Gram(Gram)(Whole),Desi (Whole),04/03/2019,5000,5150,5100.0,Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole)
Uttar Pradesh,Baghpat,Baraut,Brinjal,Round/Long,04/03/2019,700,800,750.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Uttar Pradesh,Baghpat,Baraut,Carrot,Carrot,04/03/2019,600,700,650.0,Carrot,Carrot,Carrot,Carrot,Carrot
Uttar Pradesh,Baghpat,Baraut,Cauliflower,Cauliflower,04/03/2019,700,800,750.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Uttar Pradesh,Baghpat,Baraut,Chikoos(Sapota),Sapota,04/03/2019,2200,2400,2300.0,Chikoos(Sapota),Chikoos(Sapota),Chikoos(Sapota),Chikoos(Sapota),Chikoos(Sapota)
Uttar Pradesh,Baghpat,Baraut,Cucumbar(Kheera),Cucumbar,04/03/2019,800,900,850.0,Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera)
Uttar Pradesh,Baghpat,Baraut,Ginger(Green),Green Ginger,04/03/2019,2600,2800,2700.0,Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green)
Uttar Pradesh,Baghpat,Baraut,Green Chilli,Green Chilly,04/03/2019,1500,1700,1600.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Uttar Pradesh,Baghpat,Baraut,Guava,Guava,04/03/2019,1300,1500,1400.0,Guava,Guava,Guava,Guava,Guava
Uttar Pradesh,Baghpat,Baraut,Gur(Jaggery),Yellow,04/03/2019,2400,2600,2500.0,Gur(Jaggery),Gur(Jaggery),Gur(Jaggery),Gur(Jaggery),Gur(Jaggery)
Uttar Pradesh,Baghpat,Baraut,Onion,Red,04/03/2019,800,1000,900.0,Onion,Onion,Onion,Onion,Onion
Uttar Pradesh,Baghpat,Baraut,Papaya,Papaya,04/03/2019,1050,1150,1100.0,Papaya,Papaya,Papaya,Papaya,Papaya
Uttar Pradesh,Baghpat,Baraut,Pomegranate,Pomogranate,04/03/2019,4200,4400,4300.0,Pomegranate,Pomegranate,Pomegranate,Pomegranate,Pomegranate
Uttar Pradesh,Baghpat,Baraut,Potato,Chips,04/03/2019,600,700,650.0,Potato,Potato,Potato,Potato,Potato
Uttar Pradesh,Baghpat,Baraut,Pumpkin,Pumpkin,04/03/2019,400,600,500.0,Pumpkin,Pumpkin,Pumpkin,Pumpkin,Pumpkin
Uttar Pradesh,Baghpat,Baraut,Raddish,Raddish,04/03/2019,400,600,500.0,Raddish,Raddish,Raddish,Raddish,Raddish
Uttar Pradesh,Baghpat,Baraut,Tomato,Deshi,04/03/2019,800,900,850.0,Tomato,Tomato,Tomato,Tomato,Tomato
Uttar Pradesh,Baghpat,Baraut,Wheat,Other,04/03/2019,1800,1900,1850.0,Wheat,Wheat,Wheat,Wheat,Wheat
Uttar Pradesh,Bahraich,Mihipurwa,Gur(Jaggery),Yellow,04/03/2019,1900,2100,2000.0,Gur(Jaggery),Gur(Jaggery),Gur(Jaggery),Gur(Jaggery),Gur(Jaggery)
Uttar Pradesh,Bahraich,Mihipurwa,Paddy(Dhan)(Common),Paddy Coarse,04/03/2019,1450,1550,1500.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Uttar Pradesh,Bahraich,Mihipurwa,Tomato,Deshi,04/03/2019,400,475,450.0,Tomato,Tomato,Tomato,Tomato,Tomato
Uttar Pradesh,Bahraich,Risia,Paddy(Dhan)(Common),Paddy,04/03/2019,1500,1550,1510.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Uttar Pradesh,Bahraich,Ruperdeeha,Apple,Apple,04/03/2019,5250,5500,5350.0,Apple,Apple,Apple,Apple,Apple
Uttar Pradesh,Bahraich,Ruperdeeha,Banana,Banana - Ripe,04/03/2019,850,1000,900.0,Banana,Banana,Banana,Banana,Banana
Uttar Pradesh,Bahraich,Ruperdeeha,Bhindi(Ladies Finger),Bhindi,04/03/2019,1125,1200,1150.0,Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger)
Uttar Pradesh,Bahraich,Ruperdeeha,Brinjal,Brinjal,04/03/2019,450,550,500.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Uttar Pradesh,Bahraich,Ruperdeeha,Fish,Rahu(Local),04/03/2019,4250,4350,4300.0,Fish,Fish,Fish,Fish,Fish
Uttar Pradesh,Bahraich,Ruperdeeha,Grapes,Green,04/03/2019,4480,4540,4500.0,Grapes,Grapes,Grapes,Grapes,Grapes
Uttar Pradesh,Bahraich,Ruperdeeha,Green Chilli,Green Chilly,04/03/2019,1480,1560,1500.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Uttar Pradesh,Bahraich,Ruperdeeha,Gur(Jaggery),Yellow,04/03/2019,1450,2525,2500.0,Gur(Jaggery),Gur(Jaggery),Gur(Jaggery),Gur(Jaggery),Gur(Jaggery)
Uttar Pradesh,Bahraich,Ruperdeeha,Lemon,Lemon,04/03/2019,2260,2480,2350.0,Lemon,Lemon,Lemon,Lemon,Lemon
Uttar Pradesh,Bahraich,Ruperdeeha,Onion,Red,04/03/2019,680,850,785.0,Onion,Onion,Onion,Onion,Onion
Uttar Pradesh,Bahraich,Ruperdeeha,Paddy(Dhan)(Common),Paddy,04/03/2019,1460,1540,1500.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Uttar Pradesh,Bahraich,Ruperdeeha,Potato,Potato,04/03/2019,580,750,675.0,Potato,Potato,Potato,Potato,Potato
Uttar Pradesh,Bahraich,Ruperdeeha,Rice,III,04/03/2019,2080,2240,2150.0,Rice,Rice,Rice,Rice,Rice
Uttar Pradesh,Bahraich,Ruperdeeha,Tomato,Deshi,04/03/2019,675,755,700.0,Tomato,Tomato,Tomato,Tomato,Tomato
Uttar Pradesh,Bahraich,Ruperdeeha,Wheat,Dara,04/03/2019,1760,1825,1800.0,Wheat,Wheat,Wheat,Wheat,Wheat
Uttar Pradesh,Ballia,Chitwadagaon,Banana,Banana - Ripe,04/03/2019,1700,1800,1750.0,Banana,Banana,Banana,Banana,Banana
Uttar Pradesh,Ballia,Chitwadagaon,Gur(Jaggery),Other,04/03/2019,4200,4400,4300.0,Gur(Jaggery),Gur(Jaggery),Gur(Jaggery),Gur(Jaggery),Gur(Jaggery)
Uttar Pradesh,Ballia,Chitwadagaon,Onion,Other,04/03/2019,1100,1200,1150.0,Onion,Onion,Onion,Onion,Onion
Uttar Pradesh,Ballia,Chitwadagaon,Potato,Other,04/03/2019,1000,1100,1050.0,Potato,Potato,Potato,Potato,Potato
Uttar Pradesh,Ballia,Chitwadagaon,Rice,III,04/03/2019,2000,2200,2100.0,Rice,Rice,Rice,Rice,Rice
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Apple,American,04/03/2019,3500,3500,3500.0,Apple,Apple,Apple,Apple,Apple
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Kinnow,Kinnow,04/03/2019,850,900,900.0,Kinnow,Kinnow,Kinnow,Kinnow,Kinnow
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Onion,Red,04/03/2019,700,700,700.0,Onion,Onion,Onion,Onion,Onion
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Pomegranate,Pomogranate,04/03/2019,3800,3800,3800.0,Pomegranate,Pomegranate,Pomegranate,Pomegranate,Pomegranate
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Gopiganj,Potato,Potato,04/03/2019,350,400,400.0,Potato,Potato,Potato,Potato,Potato
Uttar Pradesh,Bulandshahar,Divai,Bajra(Pearl Millet/Cumbu),Hybrid,04/03/2019,1580,1600,1590.0,Bajra(Pearl Millet/Cumbu),Bajra(Pearl Millet/Cumbu),Bajra(Pearl Millet/Cumbu),Bajra(Pearl Millet/Cumbu),Bajra(Pearl Millet/Cumbu)
Uttar Pradesh,Bulandshahar,Divai,Banana,Banana - Ripe,04/03/2019,1180,1200,1190.0,Banana,Banana,Banana,Banana,Banana
Uttar Pradesh,Bulandshahar,Divai,Bhindi(Ladies Finger),Bhindi,04/03/2019,580,600,590.0,Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger)
Uttar Pradesh,Bulandshahar,Divai,Bottle gourd,Bottle Gourd,04/03/2019,680,700,690.0,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd
Uttar Pradesh,Bulandshahar,Divai,Brinjal,Brinjal,04/03/2019,570,590,580.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Uttar Pradesh,Bulandshahar,Divai,Carrot,Carrot,04/03/2019,680,700,690.0,Carrot,Carrot,Carrot,Carrot,Carrot
Uttar Pradesh,Bulandshahar,Divai,Cauliflower,Cauliflower,04/03/2019,580,600,590.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Uttar Pradesh,Bulandshahar,Divai,Maize,Hybrid,04/03/2019,1480,1500,1490.0,Maize,Maize,Maize,Maize,Maize
Uttar Pradesh,Bulandshahar,Divai,Mustard,Laha(Sarsib),04/03/2019,3580,3600,3590.0,Mustard,Mustard,Mustard,Mustard,Mustard
Uttar Pradesh,Bulandshahar,Divai,Onion,Red,04/03/2019,1180,1200,1190.0,Onion,Onion,Onion,Onion,Onion
Uttar Pradesh,Bulandshahar,Divai,Potato,F.A.Q.,04/03/2019,580,600,590.0,Potato,Potato,Potato,Potato,Potato
Uttar Pradesh,Bulandshahar,Divai,Pumpkin,Pumpkin,04/03/2019,680,700,690.0,Pumpkin,Pumpkin,Pumpkin,Pumpkin,Pumpkin
Uttar Pradesh,Bulandshahar,Divai,Tomato,Deshi,04/03/2019,680,700,690.0,Tomato,Tomato,Tomato,Tomato,Tomato
Uttar Pradesh,Bulandshahar,Divai,Wheat,Dara,04/03/2019,1730,1736,1735.0,Wheat,Wheat,Wheat,Wheat,Wheat
Uttar Pradesh,Bulandshahar,Gulavati,Brinjal,Other,04/03/2019,443,447,445.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Uttar Pradesh,Bulandshahar,Gulavati,Carrot,Carrot,04/03/2019,428,432,430.0,Carrot,Carrot,Carrot,Carrot,Carrot
Uttar Pradesh,Bulandshahar,Gulavati,Cauliflower,Cauliflower,04/03/2019,408,412,410.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Uttar Pradesh,Bulandshahar,Gulavati,Green Chilli,Green Chilly,04/03/2019,1003,1007,1005.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Uttar Pradesh,Bulandshahar,Gulavati,Guava,Guava,04/03/2019,908,912,910.0,Guava,Guava,Guava,Guava,Guava
Uttar Pradesh,Bulandshahar,Gulavati,Onion,Other,04/03/2019,983,987,985.0,Onion,Onion,Onion,Onion,Onion
Uttar Pradesh,Bulandshahar,Gulavati,Potato,Other,04/03/2019,438,442,440.0,Potato,Potato,Potato,Potato,Potato
Uttar Pradesh,Bulandshahar,Gulavati,Raddish,Other,04/03/2019,218,222,220.0,Raddish,Raddish,Raddish,Raddish,Raddish
Uttar Pradesh,Bulandshahar,Gulavati,Tomato,Other,04/03/2019,708,712,710.0,Tomato,Tomato,Tomato,Tomato,Tomato
Uttar Pradesh,Bulandshahar,Siyana,Carrot,Carrot,04/03/2019,400,500,460.0,Carrot,Carrot,Carrot,Carrot,Carrot
Uttar Pradesh,Bulandshahar,Siyana,Cauliflower,Cauliflower,04/03/2019,500,600,550.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Uttar Pradesh,Bulandshahar,Siyana,Green Chilli,Green Chilly,04/03/2019,910,1000,960.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Uttar Pradesh,Bulandshahar,Siyana,Gur(Jaggery),Yellow,04/03/2019,2100,2300,2200.0,Gur(Jaggery),Gur(Jaggery),Gur(Jaggery),Gur(Jaggery),Gur(Jaggery)
Uttar Pradesh,Bulandshahar,Siyana,Onion,Red,04/03/2019,500,600,560.0,Onion,Onion,Onion,Onion,Onion
Uttar Pradesh,Bulandshahar,Siyana,Potato,Potato,04/03/2019,360,460,410.0,Potato,Potato,Potato,Potato,Potato
Uttar Pradesh,Bulandshahar,Siyana,Tomato,Other,04/03/2019,800,900,860.0,Tomato,Tomato,Tomato,Tomato,Tomato
Uttar Pradesh,Chitrakut,Mau(Chitrakut),Arhar (Tur/Red Gram)(Whole),777 New Ind,04/03/2019,4450,4500,4475.0,Arhar (Tur/Red Gram)(Whole),Arhar (Tur/Red Gram)(Whole),Arhar (Tur/Red Gram)(Whole),Arhar (Tur/Red Gram)(Whole),Arhar (Tur/Red Gram)(Whole)
Uttar Pradesh,Chitrakut,Mau(Chitrakut),Bengal Gram(Gram)(Whole),Desi (Whole),04/03/2019,3850,3900,3875.0,Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole)
Uttar Pradesh,Chitrakut,Mau(Chitrakut),Mustard,Big 100 Kg,04/03/2019,3450,3500,3475.0,Mustard,Mustard,Mustard,Mustard,Mustard
Uttar Pradesh,Chitrakut,Mau(Chitrakut),Rice,1009 Kar,04/03/2019,1750,1800,1775.0,Rice,Rice,Rice,Rice,Rice
Uttar Pradesh,Chitrakut,Mau(Chitrakut),Wheat,147 Average,04/03/2019,1900,1950,1925.0,Wheat,Wheat,Wheat,Wheat,Wheat
Uttar Pradesh,Etah,Aliganj,Bajra(Pearl Millet/Cumbu),Deshi,04/03/2019,1800,1850,1830.0,Bajra(Pearl Millet/Cumbu),Bajra(Pearl Millet/Cumbu),Bajra(Pearl Millet/Cumbu),Bajra(Pearl Millet/Cumbu),Bajra(Pearl Millet/Cumbu)
Uttar Pradesh,Etah,Aliganj,Banana - Green,Banana - Green,04/03/2019,800,1000,900.0,Banana - Green,Banana - Green,Banana - Green,Banana - Green,Banana - Green
Uttar Pradesh,Etah,Aliganj,Brinjal,Round/Long,04/03/2019,600,800,700.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Uttar Pradesh,Etah,Aliganj,Carrot,Carrot,04/03/2019,400,600,500.0,Carrot,Carrot,Carrot,Carrot,Carrot
Uttar Pradesh,Etah,Aliganj,Cauliflower,Cauliflower,04/03/2019,500,700,600.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Uttar Pradesh,Etah,Aliganj,Colacasia,Colacasia,04/03/2019,1000,1200,1100.0,Colacasia,Colacasia,Colacasia,Colacasia,Colacasia
Uttar Pradesh,Etah,Aliganj,Field Pea,Field Pea,04/03/2019,400,600,500.0,Field Pea,Field Pea,Field Pea,Field Pea,Field Pea
Uttar Pradesh,Etah,Aliganj,Garlic,Desi,04/03/2019,700,900,800.0,Garlic,Garlic,Garlic,Garlic,Garlic
Uttar Pradesh,Etah,Aliganj,Ginger(Green),Green Ginger,04/03/2019,3800,4000,3900.0,Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green)
Uttar Pradesh,Etah,Aliganj,Green Chilli,Green Chilly,04/03/2019,1200,1400,1300.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Uttar Pradesh,Etah,Aliganj,Mustard,Big 100 Kg,04/03/2019,3000,3200,3100.0,Mustard,Mustard,Mustard,Mustard,Mustard
Uttar Pradesh,Etah,Aliganj,Onion,Red,04/03/2019,600,800,700.0,Onion,Onion,Onion,Onion,Onion
Uttar Pradesh,Etah,Aliganj,Potato,Local,04/03/2019,400,600,500.0,Potato,Potato,Potato,Potato,Potato
Uttar Pradesh,Etah,Aliganj,Tobacco,Beedi,04/03/2019,1800,2000,1900.0,Tobacco,Tobacco,Tobacco,Tobacco,Tobacco
Uttar Pradesh,Etah,Aliganj,Tomato,Deshi,04/03/2019,600,800,700.0,Tomato,Tomato,Tomato,Tomato,Tomato
Uttar Pradesh,Etah,Aliganj,Wheat,Dara,04/03/2019,1800,2000,1900.0,Wheat,Wheat,Wheat,Wheat,Wheat
Uttar Pradesh,Etawah,Jasvantnagar,Bajra(Pearl Millet/Cumbu),Hybrid,04/03/2019,1550,1750,1650.0,Bajra(Pearl Millet/Cumbu),Bajra(Pearl Millet/Cumbu),Bajra(Pearl Millet/Cumbu),Bajra(Pearl Millet/Cumbu),Bajra(Pearl Millet/Cumbu)
Uttar Pradesh,Etawah,Jasvantnagar,Brinjal,Brinjal,04/03/2019,550,650,600.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Uttar Pradesh,Etawah,Jasvantnagar,Carrot,Carrot,04/03/2019,700,800,750.0,Carrot,Carrot,Carrot,Carrot,Carrot
Uttar Pradesh,Etawah,Jasvantnagar,Cauliflower,Cauliflower,04/03/2019,400,500,450.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Uttar Pradesh,Etawah,Jasvantnagar,Green Chilli,Green Chilly,04/03/2019,1200,1300,1250.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Uttar Pradesh,Etawah,Jasvantnagar,Green Peas,Green Peas,04/03/2019,600,700,650.0,Green Peas,Green Peas,Green Peas,Green Peas,Green Peas
Uttar Pradesh,Etawah,Jasvantnagar,Guava,Guava,04/03/2019,900,1000,950.0,Guava,Guava,Guava,Guava,Guava
Uttar Pradesh,Etawah,Jasvantnagar,Potato,Desi,04/03/2019,300,450,400.0,Potato,Potato,Potato,Potato,Potato
Uttar Pradesh,Etawah,Jasvantnagar,Pumpkin,Pumpkin,04/03/2019,500,600,550.0,Pumpkin,Pumpkin,Pumpkin,Pumpkin,Pumpkin
Uttar Pradesh,Etawah,Jasvantnagar,Raddish,Raddish,04/03/2019,450,550,500.0,Raddish,Raddish,Raddish,Raddish,Raddish
Uttar Pradesh,Etawah,Jasvantnagar,Tomato,Hybrid,04/03/2019,650,750,700.0,Tomato,Tomato,Tomato,Tomato,Tomato
Uttar Pradesh,Farukhabad,Kamlaganj,Maize,Yellow,04/03/2019,1600,1700,1650.0,Maize,Maize,Maize,Maize,Maize
Uttar Pradesh,Farukhabad,Kamlaganj,Potato,Desi,04/03/2019,400,450,430.0,Potato,Potato,Potato,Potato,Potato
Uttar Pradesh,Farukhabad,Kamlaganj,Wheat,Dara,04/03/2019,1850,1900,1870.0,Wheat,Wheat,Wheat,Wheat,Wheat
Uttar Pradesh,Fatehpur,Bindki,Potato,Potato,04/03/2019,400,550,490.0,Potato,Potato,Potato,Potato,Potato
Uttar Pradesh,Fatehpur,Kishunpur,Gur(Jaggery),Other,04/03/2019,2400,2600,2500.0,Gur(Jaggery),Gur(Jaggery),Gur(Jaggery),Gur(Jaggery),Gur(Jaggery)
Uttar Pradesh,Fatehpur,Kishunpur,Paddy(Dhan)(Common),Common,04/03/2019,1600,1900,1750.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Uttar Pradesh,Fatehpur,Kishunpur,Wheat,Dara,04/03/2019,1800,2100,1950.0,Wheat,Wheat,Wheat,Wheat,Wheat
Uttar Pradesh,Gautam Budh Nagar,Javer,Brinjal,Other,04/03/2019,0,650,600.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Uttar Pradesh,Gautam Budh Nagar,Javer,Cabbage,Cabbage,04/03/2019,0,600,500.0,Cabbage,Cabbage,Cabbage,Cabbage,Cabbage
Uttar Pradesh,Gautam Budh Nagar,Javer,Carrot,Carrot,04/03/2019,0,500,400.0,Carrot,Carrot,Carrot,Carrot,Carrot
Uttar Pradesh,Gautam Budh Nagar,Javer,Green Chilli,Green Chilly,04/03/2019,0,1000,900.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Uttar Pradesh,Gautam Budh Nagar,Javer,Potato,Potato,04/03/2019,0,600,500.0,Potato,Potato,Potato,Potato,Potato
Uttar Pradesh,Gautam Budh Nagar,Javer,Tomato,Other,04/03/2019,0,800,700.0,Tomato,Tomato,Tomato,Tomato,Tomato
Uttar Pradesh,Ghaziabad,Hapur,Apple,Delicious,04/03/2019,5700,6000,5850.0,Apple,Apple,Apple,Apple,Apple
Uttar Pradesh,Ghaziabad,Hapur,Arhar Dal(Tur Dal),Arhar Dal(Tur),04/03/2019,6000,6150,6080.0,Arhar Dal(Tur Dal),Arhar Dal(Tur Dal),Arhar Dal(Tur Dal),Arhar Dal(Tur Dal),Arhar Dal(Tur Dal)
Uttar Pradesh,Ghaziabad,Hapur,Banana,Medium,04/03/2019,1200,1350,1260.0,Banana,Banana,Banana,Banana,Banana
Uttar Pradesh,Ghaziabad,Hapur,Bengal Gram(Gram)(Whole),Desi (Whole),04/03/2019,5250,5450,5330.0,Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole),Bengal Gram(Gram)(Whole)
Uttar Pradesh,Ghaziabad,Hapur,Black Gram Dal (Urd Dal),Black Gram Dal,04/03/2019,5400,5650,5500.0,Black Gram Dal (Urd Dal),Black Gram Dal (Urd Dal),Black Gram Dal (Urd Dal),Black Gram Dal (Urd Dal),Black Gram Dal (Urd Dal)
Uttar Pradesh,Ghaziabad,Hapur,Bottle gourd,Bottle Gourd,04/03/2019,1650,2050,1800.0,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd
Uttar Pradesh,Ghaziabad,Hapur,Brinjal,Round/Long,04/03/2019,900,1050,970.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Uttar Pradesh,Ghaziabad,Hapur,Cabbage,Cabbage,04/03/2019,500,650,570.0,Cabbage,Cabbage,Cabbage,Cabbage,Cabbage
Uttar Pradesh,Ghaziabad,Hapur,Green Chilli,Green Chilly,04/03/2019,2400,2650,2500.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Uttar Pradesh,Ghaziabad,Hapur,Gur(Jaggery),Red,04/03/2019,2200,2350,2260.0,Gur(Jaggery),Gur(Jaggery),Gur(Jaggery),Gur(Jaggery),Gur(Jaggery)
Uttar Pradesh,Ghaziabad,Hapur,Lemon,Lemon,04/03/2019,2700,2850,2750.0,Lemon,Lemon,Lemon,Lemon,Lemon
Uttar Pradesh,Ghaziabad,Hapur,Mousambi(Sweet Lime),Other,04/03/2019,2600,2750,2680.0,Mousambi(Sweet Lime),Mousambi(Sweet Lime),Mousambi(Sweet Lime),Mousambi(Sweet Lime),Mousambi(Sweet Lime)
Uttar Pradesh,Ghaziabad,Hapur,Mustard,Mustard,04/03/2019,3950,4250,4100.0,Mustard,Mustard,Mustard,Mustard,Mustard
